Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-10-03,3035,1,2023-10-03 00:00:00,60,60,60,35,126,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:00:00
2023-10-03,3035,6,2023-10-03 00:05:00,60,60,60,0,0,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:05:00
2023-10-03,3035,11,2023-10-03 00:10:00,60,60,60,20,125,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:10:00
2023-10-03,3035,16,2023-10-03 00:15:00,60,60,60,12,124,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:15:00
2023-10-03,3035,21,2023-10-03 00:20:00,60,60,60,5,124,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:20:00
2023-10-03,3035,26,2023-10-03 00:25:00,60,60,60,0,0,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:25:00
2023-10-03,3035,31,2023-10-03 00:30:00,60,60,60,4,125,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:30:00
2023-10-03,3035,36,2023-10-03 00:35:00,60,60,60,4,124,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:35:00
2023-10-03,3035,41,2023-10-03 00:40:00,60,60,60,26,126,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:40:00
2023-10-03,3035,46,2023-10-03 00:45:00,80,80,80,24,126,30,A,153.0,1.0,2.0,109.0,25.0,7.0,5.0,2023-07-04 00:45:00
2023-10-03,3035,50,2023-10-03 00:50:00,60,60,60,0,0,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:50:00
2023-10-03,3035,55,2023-10-03 00:55:00,60,60,60,5,125,30,A,159.0,1.0,3.0,29.0,25.0,7.0,5.0,2023-07-04 00:55:00
