Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-10-03,3046,1,2023-10-03 00:00:00,60,60,60,18,326,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:00:00
2023-10-03,3046,6,2023-10-03 00:05:00,60,60,60,23,461,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:05:00
2023-10-03,3046,11,2023-10-03 00:10:00,60,60,60,35,463,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:10:00
2023-10-03,3046,16,2023-10-03 00:15:00,60,60,60,12,326,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:15:00
2023-10-03,3046,21,2023-10-03 00:20:00,60,60,60,15,325,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:20:00
2023-10-03,3046,26,2023-10-03 00:25:00,60,60,60,18,463,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:25:00
2023-10-03,3046,31,2023-10-03 00:30:00,60,60,60,16,462,57,A,174.0,1.0,25.0,15.0,14.0,,,2023-07-04 00:30:00
2023-10-03,3046,36,2023-10-03 00:35:00,60,60,60,6,463,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:35:00
2023-10-03,3046,41,2023-10-03 00:40:00,60,60,60,17,462,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:40:00
2023-10-03,3046,46,2023-10-03 00:45:00,60,60,60,8,326,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:45:00
2023-10-03,3046,51,2023-10-03 00:50:00,60,60,60,8,325,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:50:00
2023-10-03,3046,56,2023-10-03 00:55:00,60,60,60,16,461,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 00:55:00
2023-10-03,3046,61,2023-10-03 01:00:00,60,60,60,16,326,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 01:00:00
2023-10-03,3046,66,2023-10-03 01:05:00,60,60,60,8,325,57,A,176.0,1.0,25.0,15.0,12.0,,,2023-07-04 01:05:00
2023-10-03,3046,71,2023-10-03 01:10:00,60,60,60,14,461,57,A,176.0,1.0,25.0,14.0,13.0,,,2023-07-04 01:10:00
2023-10-03,3046,76,2023-10-03 01:15:00,60,60,60,9,325,57,A,176.0,1.0,25.0,14.0,13.0,,,2023-07-04 01:15:00
2023-10-03,3046,81,2023-10-03 01:20:00,60,60,60,21,461,57,A,176.0,1.0,25.0,14.0,13.0,,,2023-07-04 01:20:00
2023-10-03,3046,86,2023-10-03 01:25:00,60,60,60,0,0,57,A,184.0,1.0,19.0,13.0,12.0,,,2023-07-04 01:25:00
2023-10-03,3046,91,2023-10-03 01:30:00,60,60,60,10,463,57,A,172.0,1.0,28.0,14.0,14.0,,,2023-07-04 01:30:00
2023-10-03,3046,96,2023-10-03 01:35:00,60,60,60,12,463,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 01:35:00
2023-10-03,3046,101,2023-10-03 01:40:00,60,60,60,14,325,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 01:40:00
2023-10-03,3046,106,2023-10-03 01:45:00,60,60,60,0,0,57,A,168.0,1.0,25.0,20.0,15.0,,,2023-07-04 01:45:00
2023-10-03,3046,111,2023-10-03 01:50:00,60,60,60,12,326,57,A,174.0,1.0,27.0,14.0,13.0,,,2023-07-04 01:50:00
2023-10-03,3046,116,2023-10-03 01:55:00,60,60,60,19,461,57,A,166.0,1.0,26.0,16.0,20.0,,,2023-07-04 01:55:00
2023-10-03,3046,121,2023-10-03 02:00:00,60,60,60,14,462,57,A,172.0,1.0,26.0,14.0,16.0,,,2023-07-04 02:00:00
2023-10-03,3046,126,2023-10-03 02:05:00,60,60,60,8,326,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 02:05:00
2023-10-03,3046,131,2023-10-03 02:10:00,60,60,60,6,325,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 02:10:00
2023-10-03,3046,136,2023-10-03 02:15:00,60,60,60,9,326,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 02:15:00
2023-10-03,3046,141,2023-10-03 02:20:00,60,60,60,12,325,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 02:20:00
2023-10-03,3046,146,2023-10-03 02:25:00,60,60,60,22,461,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 02:25:00
2023-10-03,3046,151,2023-10-03 02:30:00,60,60,60,0,0,57,A,168.0,1.0,25.0,20.0,15.0,,,2023-07-04 02:30:00
2023-10-03,3046,156,2023-10-03 02:35:00,60,60,60,13,463,57,A,176.0,1.0,25.0,14.0,13.0,,,2023-07-04 02:35:00
2023-10-03,3046,161,2023-10-03 02:40:00,60,60,60,12,461,57,A,170.0,1.0,28.0,14.0,16.0,,,2023-07-04 02:40:00
2023-10-03,3046,166,2023-10-03 02:45:00,60,60,60,11,325,57,A,176.0,1.0,26.0,14.0,12.0,,,2023-07-04 02:45:00
2023-10-03,3046,171,2023-10-03 02:50:00,60,60,60,17,461,57,A,174.0,1.0,26.0,14.0,14.0,,,2023-07-04 02:50:00
