Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-10-03,3012,1,2023-10-03 00:00:00,65,65,65,0,0,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:00:00
2023-10-03,3012,6,2023-10-03 00:05:00,65,65,65,4,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:05:00
2023-10-03,3012,11,2023-10-03 00:10:00,65,65,65,10,92,21,A,190.0,1.0,18.0,20.0,,,,2023-07-04 00:10:00
2023-10-03,3012,15,2023-10-03 00:15:00,65,65,65,12,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:15:00
2023-10-03,3012,20,2023-10-03 00:20:00,65,65,65,5,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:20:00
2023-10-03,3012,24,2023-10-03 00:25:00,65,65,65,6,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:25:00
2023-10-03,3012,29,2023-10-03 00:30:00,65,65,65,8,92,21,A,190.0,1.0,18.0,20.0,,,,2023-07-04 00:30:00
2023-10-03,3012,34,2023-10-03 00:35:00,65,65,65,6,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:35:00
2023-10-03,3012,38,2023-10-03 00:40:00,65,65,65,6,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:40:00
2023-10-03,3012,43,2023-10-03 00:45:00,65,65,65,6,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:45:00
2023-10-03,3012,48,2023-10-03 00:50:00,65,65,65,16,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 00:50:00
2023-10-03,3012,52,2023-10-03 00:55:00,65,65,65,4,92,21,A,190.0,1.0,18.0,20.0,,,,2023-07-04 00:55:00
2023-10-03,3012,57,2023-10-03 01:00:00,65,65,65,10,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:00:00
2023-10-03,3012,61,2023-10-03 01:05:00,65,65,65,14,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:05:00
2023-10-03,3012,66,2023-10-03 01:10:00,65,65,65,4,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:10:00
2023-10-03,3012,71,2023-10-03 01:15:00,65,65,65,0,0,21,A,190.0,1.0,18.0,20.0,,,,2023-07-04 01:15:00
2023-10-03,3012,75,2023-10-03 01:20:00,65,65,65,13,93,21,A,191.0,1.0,17.0,20.0,,,,2023-07-04 01:20:00
2023-10-03,3012,80,2023-10-03 01:25:00,65,65,65,4,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:25:00
2023-10-03,3012,84,2023-10-03 01:30:00,65,65,65,7,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:30:00
2023-10-03,3012,89,2023-10-03 01:35:00,65,65,65,6,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:35:00
2023-10-03,3012,94,2023-10-03 01:40:00,65,65,65,0,0,21,A,190.0,1.0,18.0,20.0,,,,2023-07-04 01:40:00
2023-10-03,3012,98,2023-10-03 01:45:00,65,65,65,6,92,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:45:00
2023-10-03,3012,103,2023-10-03 01:50:00,65,65,65,7,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:50:00
2023-10-03,3012,108,2023-10-03 01:55:00,65,65,65,7,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 01:55:00
2023-10-03,3012,112,2023-10-03 02:00:00,65,65,65,9,93,21,A,192.0,1.0,17.0,19.0,,,,2023-07-04 02:00:00
