Date,Site ID,Error,Combined_DateTime,3055-1,3055-10,3055-11,3055-12,3055-13,3055-14,3055-15,3055-16,3055-17,3055-18,3055-19,3055-2,3055-20,3055-3,3055-4,3055-5,3055-6,3055-7,3055-8,3055-9
8/03/2023,3055,False,2023-08-03 17:10:00,10,2,2,3,0,0,0,0,0,0,0,45,3,6,3,5,14,48,0,2
8/03/2023,3055,False,2023-08-03 17:15:00,12,4,4,3,0,0,0,0,1,2,0,47,4,2,5,6,11,46,0,3
8/03/2023,3055,False,2023-08-03 17:20:00,10,2,1,3,0,0,0,0,0,1,0,37,1,4,3,3,7,39,1,1
8/03/2023,3055,False,2023-08-03 17:25:00,10,6,1,6,0,0,0,0,0,0,0,44,3,7,3,4,6,44,0,0
8/03/2023,3055,False,2023-08-03 17:30:00,10,4,2,2,0,0,0,0,0,1,2,41,0,1,2,2,9,44,0,2
8/03/2023,3055,False,2023-08-03 17:35:00,9,3,1,2,0,0,0,0,0,2,1,54,1,5,9,1,10,51,2,1
8/03/2023,3055,False,2023-08-03 17:40:00,8,3,3,2,0,0,0,0,0,0,1,40,1,5,4,2,7,53,0,3
8/03/2023,3055,False,2023-08-03 17:45:00,9,1,1,1,0,0,0,0,0,1,0,33,0,3,3,3,11,52,1,1
8/03/2023,3055,False,2023-08-03 17:50:00,12,5,1,7,0,0,0,0,2,1,0,37,2,5,2,2,11,55,0,1
8/03/2023,3055,False,2023-08-03 17:55:00,8,8,4,7,0,0,0,0,0,0,2,26,3,5,4,4,14,54,1,4
8/03/2023,3055,False,2023-08-03 18:00:00,9,6,4,4,0,0,0,0,1,2,2,37,3,8,7,4,7,50,0,4
8/03/2023,3055,False,2023-08-03 18:05:00,15,4,2,5,0,0,0,0,2,1,1,38,0,2,12,5,12,52,0,1
8/03/2023,3055,False,2023-08-03 18:10:00,12,4,1,4,0,0,0,0,1,0,0,35,4,6,5,5,6,34,2,2
8/03/2023,3055,False,2023-08-03 18:15:00,3,1,3,1,0,0,0,0,0,0,0,38,1,1,2,3,6,33,0,2
8/03/2023,3055,False,2023-08-03 18:20:00,7,5,0,5,0,0,0,0,0,0,1,33,2,5,6,4,4,30,0,0
8/03/2023,3055,False,2023-08-03 18:25:00,7,3,0,3,0,0,0,0,0,0,0,40,3,7,5,5,7,36,1,1
8/03/2023,3055,False,2023-08-03 18:30:00,7,0,1,0,0,0,0,0,1,1,0,32,1,5,0,2,6,32,0,0
8/03/2023,3055,False,2023-08-03 18:35:00,3,1,0,1,0,0,0,0,0,0,0,31,3,5,3,3,6,30,0,0
8/03/2023,3055,False,2023-08-03 18:40:00,6,0,0,0,0,0,0,0,0,0,0,22,5,5,5,5,5,16,0,0
8/03/2023,3055,False,2023-08-03 18:45:00,6,1,1,1,0,0,0,0,0,0,1,30,0,3,4,3,1,31,2,1
8/03/2023,3055,False,2023-08-03 18:50:00,10,3,2,2,0,0,0,0,0,0,1,30,1,6,3,2,5,25,1,2
8/03/2023,3055,False,2023-08-03 18:55:00,2,0,1,0,0,0,0,0,0,0,0,45,2,2,4,5,8,39,0,1
8/03/2023,3055,False,2023-08-03 19:00:00,8,0,1,0,0,0,0,0,1,1,0,36,1,1,2,1,5,37,0,1
8/03/2023,3055,False,2023-08-03 19:05:00,4,3,1,3,0,0,0,0,0,0,2,32,12,3,3,23,13,30,2,1
8/03/2023,3055,False,2023-08-03 19:10:00,7,2,1,2,0,0,0,0,0,0,1,23,0,7,7,0,17,27,0,1
8/03/2023,3055,False,2023-08-03 19:15:00,9,2,0,2,0,0,0,0,0,1,1,33,1,1,2,0,5,9,0,0
8/03/2023,3055,False,2023-08-03 19:20:00,5,1,0,1,0,0,0,0,0,0,0,27,1,3,2,1,7,0,0,0
8/03/2023,3055,False,2023-08-03 19:25:00,6,2,0,2,0,0,0,0,0,1,1,41,1,2,4,1,8,15,0,0
8/03/2023,3055,False,2023-08-03 19:30:00,9,0,1,0,0,0,0,0,0,0,0,49,1,3,3,1,8,21,0,1
8/03/2023,3055,False,2023-08-03 19:35:00,7,1,0,1,0,0,0,0,1,0,0,31,0,2,2,0,3,15,0,0
8/03/2023,3055,False,2023-08-03 19:40:00,8,2,0,2,0,0,0,0,0,0,0,32,1,5,6,5,2,23,3,0
8/03/2023,3055,False,2023-08-03 19:45:00,3,0,1,0,0,0,0,0,0,0,0,33,0,6,4,3,3,15,0,1
8/03/2023,3055,False,2023-08-03 19:50:00,8,3,0,3,0,0,0,0,0,1,0,27,1,1,8,2,6,17,0,0
8/03/2023,3055,False,2023-08-03 19:55:00,3,0,1,0,0,0,0,0,0,0,0,20,1,2,3,2,2,21,0,1
8/03/2023,3055,False,2023-08-03 20:00:00,9,2,0,3,0,0,0,0,0,0,0,22,1,2,2,2,1,17,0,0
8/03/2023,3055,False,2023-08-03 20:05:00,4,1,1,1,0,0,0,0,0,0,1,28,0,3,5,1,5,30,1,1
8/03/2023,3055,False,2023-08-03 20:10:00,4,0,0,0,0,0,0,0,0,1,0,26,1,3,2,7,3,14,0,0
8/03/2023,3055,False,2023-08-03 20:15:00,3,1,3,0,0,0,0,0,0,0,1,18,2,1,1,3,4,21,2,3
8/03/2023,3055,False,2023-08-03 20:20:00,6,2,0,2,0,0,0,0,1,0,0,37,1,1,4,2,6,16,0,0
8/03/2023,3055,False,2023-08-03 20:25:00,4,1,0,1,0,0,0,0,0,0,0,31,2,3,5,2,2,18,0,2
8/03/2023,3055,False,2023-08-03 20:30:00,6,1,0,1,0,0,0,0,0,0,1,24,1,4,2,1,4,15,1,0
8/03/2023,3055,False,2023-08-03 20:35:00,3,0,2,0,0,0,0,0,0,0,0,33,1,3,1,1,3,18,0,2
8/03/2023,3055,False,2023-08-03 20:40:00,1,0,0,0,0,0,0,0,0,0,0,28,0,4,0,0,4,10,0,0
8/03/2023,3055,False,2023-08-03 20:45:00,3,0,0,0,0,0,0,0,0,0,0,22,1,2,2,2,4,19,0,0
8/03/2023,3055,False,2023-08-03 20:50:00,0,1,1,1,0,0,0,0,0,0,1,27,0,3,1,1,1,13,0,1
8/03/2023,3055,False,2023-08-03 20:55:00,2,0,0,0,0,0,0,0,0,0,0,21,1,2,0,1,1,13,0,0
8/03/2023,3055,False,2023-08-03 21:00:00,6,0,1,0,0,0,0,0,0,0,0,23,0,2,2,0,1,21,0,1
8/03/2023,3055,False,2023-08-03 21:05:00,3,0,0,0,0,0,0,0,1,0,0,24,1,3,2,1,5,15,0,0
8/03/2023,3055,False,2023-08-03 21:10:00,2,0,0,0,0,0,0,0,0,0,0,19,1,3,3,2,1,11,0,0
8/03/2023,3055,False,2023-08-03 21:15:00,3,0,0,0,0,0,0,0,0,0,0,13,0,3,2,1,3,9,0,0
8/03/2023,3055,False,2023-08-03 21:20:00,1,0,0,0,0,0,0,0,0,0,0,22,0,1,1,0,1,11,0,0
8/03/2023,3055,False,2023-08-03 21:25:00,4,0,0,0,0,0,0,0,0,0,0,23,2,1,3,2,1,9,0,0
8/03/2023,3055,False,2023-08-03 21:30:00,2,0,0,1,0,0,0,0,0,0,0,17,1,0,2,1,1,13,1,0
8/03/2023,3055,False,2023-08-03 21:35:00,0,0,1,0,0,0,0,0,0,1,0,21,0,2,1,0,2,7,0,1
8/03/2023,3055,False,2023-08-03 21:40:00,2,1,0,1,0,0,0,0,0,1,0,21,5,2,5,6,5,7,0,0
8/03/2023,3055,False,2023-08-03 21:45:00,3,0,0,0,0,0,0,0,1,1,0,21,1,4,2,2,4,5,1,0
8/03/2023,3055,False,2023-08-03 21:50:00,1,0,0,0,0,0,0,0,0,0,0,9,2,3,2,3,2,7,0,0
8/03/2023,3055,False,2023-08-03 21:55:00,2,0,0,0,0,0,0,0,0,0,0,18,2,1,2,3,2,12,0,0
8/03/2023,3055,False,2023-08-03 22:00:00,0,0,2,0,0,0,0,0,0,0,0,17,0,2,1,1,0,4,0,2
8/03/2023,3055,False,2023-08-03 22:05:00,1,1,0,1,0,0,0,0,0,0,0,21,0,2,2,0,4,12,0,0
8/03/2023,3055,False,2023-08-03 22:10:00,5,2,1,1,0,0,0,0,0,0,2,17,0,2,2,0,3,8,0,1
8/03/2023,3055,False,2023-08-03 22:15:00,3,1,0,1,0,0,0,0,0,0,0,9,1,2,0,1,0,9,0,0
8/03/2023,3055,False,2023-08-03 22:20:00,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,1,0,8,0,0
8/03/2023,3055,False,2023-08-03 22:25:00,2,1,0,1,0,0,0,0,0,0,1,14,1,1,0,1,2,6,0,1
8/03/2023,3055,False,2023-08-03 22:30:00,0,0,0,0,0,0,0,0,0,0,0,13,0,2,1,1,0,6,0,0
8/03/2023,3055,False,2023-08-03 22:35:00,0,1,0,1,0,0,0,0,0,0,0,8,0,2,1,1,0,7,1,0
8/03/2023,3055,False,2023-08-03 22:40:00,4,0,0,0,0,0,0,0,0,0,0,11,0,0,1,0,1,7,0,0
8/03/2023,3055,False,2023-08-03 22:45:00,0,0,0,0,0,0,0,0,0,0,0,10,1,2,0,1,1,5,0,0
8/03/2023,3055,False,2023-08-03 22:50:00,0,0,0,0,0,0,0,0,0,0,0,11,0,2,0,0,0,8,0,0
8/03/2023,3055,False,2023-08-03 22:55:00,2,0,0,0,0,0,0,0,0,0,0,7,0,2,2,0,0,6,0,0
8/03/2023,3055,False,2023-08-03 23:00:00,0,0,0,0,0,0,0,0,0,0,0,9,0,1,1,3,0,1,0,0
8/03/2023,3055,False,2023-08-03 23:05:00,1,1,0,1,0,0,0,0,0,0,0,9,2,1,4,2,2,2,1,0
8/03/2023,3055,False,2023-08-03 23:10:00,1,0,0,0,0,0,0,0,0,0,0,9,0,2,1,0,2,8,0,0
8/03/2023,3055,False,2023-08-03 23:15:00,0,1,0,1,0,0,0,0,0,0,1,7,0,1,1,0,0,1,0,0
8/03/2023,3055,False,2023-08-03 23:20:00,1,0,0,0,0,0,0,0,0,0,0,10,0,1,0,0,2,3,0,0
8/03/2023,3055,False,2023-08-03 23:25:00,1,1,0,1,0,0,0,0,0,0,0,8,0,1,0,0,0,5,0,0
8/03/2023,3055,False,2023-08-03 23:30:00,1,0,0,0,0,0,0,0,0,0,0,4,1,1,1,1,1,9,1,0
8/03/2023,3055,False,2023-08-03 23:35:00,0,0,0,0,0,0,0,0,0,2,0,5,0,2,0,1,1,3,0,0
8/03/2023,3055,False,2023-08-03 23:40:00,1,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,1,2,0,0
8/03/2023,3055,False,2023-08-03 23:45:00,1,1,0,1,0,0,0,0,0,0,0,9,0,1,0,0,0,2,0,0
8/03/2023,3055,False,2023-08-03 23:50:00,0,0,0,0,0,0,0,0,0,0,0,4,0,2,0,0,0,6,0,0
8/03/2023,3055,False,2023-08-03 23:55:00,0,0,0,0,0,0,0,0,0,0,0,6,0,1,2,0,0,3,2,0
