Date,Site_ID,Cycle_sequence,Combined_DateTime,Planned_ cyclelength,Actual_ cyclelength,Required_ cyclelength,DS,Strategic_ approach_control_cy_time,Subsystem_No,Stretched_ phase,A,B,C,D,E,F,G,Rounded_Time
2023-08-03,2368,725,2023-08-03 16:55:00,120,120,121,112,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 16:55:00
2023-08-03,2368,727,2023-08-03 17:00:00,120,120,121,111,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:00:00
2023-08-03,2368,730,2023-08-03 17:05:00,119,119,119,100,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:05:00
2023-08-03,2368,732,2023-08-03 17:10:00,118,118,118,122,21,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:10:00
2023-08-03,2368,735,2023-08-03 17:15:00,118,118,118,102,25,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:15:00
2023-08-03,2368,737,2023-08-03 17:20:00,119,119,120,110,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:20:00
2023-08-03,2368,740,2023-08-03 17:25:00,120,120,121,108,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:25:00
2023-08-03,2368,742,2023-08-03 17:30:00,119,119,120,119,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:30:00
2023-08-03,2368,745,2023-08-03 17:35:00,120,120,120,110,22,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:35:00
2023-08-03,2368,747,2023-08-03 17:40:00,118,118,117,99,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:40:00
2023-08-03,2368,750,2023-08-03 17:45:00,120,120,120,111,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:45:00
2023-08-03,2368,752,2023-08-03 17:50:00,120,120,121,109,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:50:00
2023-08-03,2368,755,2023-08-03 17:55:00,120,120,120,106,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 17:55:00
2023-08-03,2368,757,2023-08-03 18:00:00,118,118,117,90,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 18:00:00
2023-08-03,2368,760,2023-08-03 18:05:00,119,119,119,112,25,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 18:05:00
2023-08-03,2368,762,2023-08-03 18:10:00,120,120,120,109,24,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 18:10:00
2023-08-03,2368,765,2023-08-03 18:15:00,118,118,117,99,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 18:15:00
2023-08-03,2368,767,2023-08-03 18:20:00,116,116,116,111,22,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 18:20:00
2023-08-03,2368,770,2023-08-03 18:25:00,117,117,117,93,20,6,D,32.0,1.0,1.0,161.0,17.0,18.0,,2023-06-16 18:25:00
2023-08-03,2368,773,2023-08-03 18:30:00,115,115,113,87,20,6,A,162.0,1.0,1.0,29.0,23.0,14.0,,2023-06-16 18:30:00
2023-08-03,2368,775,2023-08-03 18:35:00,115,115,113,91,20,6,A,168.0,1.0,1.0,29.0,17.0,14.0,,2023-06-16 18:35:00
2023-08-03,2368,778,2023-08-03 18:40:00,109,109,107,97,21,6,A,166.0,1.0,1.0,25.0,21.0,16.0,,2023-06-16 18:40:00
2023-08-03,2368,781,2023-08-03 18:45:00,110,110,110,97,22,6,A,166.0,1.0,1.0,29.0,19.0,14.0,,2023-06-16 18:45:00
2023-08-03,2368,783,2023-08-03 18:50:00,117,117,117,115,21,6,A,164.0,1.0,1.0,29.0,19.0,16.0,,2023-06-16 18:50:00
2023-08-03,2368,786,2023-08-03 18:55:00,110,110,110,94,20,6,D,34.0,1.0,1.0,161.0,19.0,14.0,,2023-06-16 18:55:00
2023-08-03,2368,789,2023-08-03 19:00:00,101,101,101,84,22,6,D,28.0,1.0,1.0,167.0,19.0,14.0,,2023-06-16 19:00:00
2023-08-03,2368,792,2023-08-03 19:05:00,97,97,101,100,20,6,D,28.0,1.0,1.0,163.0,21.0,16.0,,2023-06-16 19:05:00
2023-08-03,2368,795,2023-08-03 19:10:00,110,110,110,92,25,6,A,164.0,1.0,1.0,29.0,21.0,14.0,,2023-06-16 19:10:00
2023-08-03,2368,797,2023-08-03 19:15:00,107,107,107,92,24,6,D,34.0,1.0,1.0,161.0,19.0,14.0,,2023-06-16 19:15:00
2023-08-03,2368,800,2023-08-03 19:20:00,114,114,114,95,22,6,D,28.0,1.0,1.0,163.0,21.0,16.0,,2023-06-16 19:20:00
2023-08-03,2368,803,2023-08-03 19:25:00,117,117,115,86,24,6,D,28.0,1.0,1.0,167.0,19.0,14.0,,2023-06-16 19:25:00
2023-08-03,2368,805,2023-08-03 19:30:00,100,100,100,62,20,6,D,24.0,1.0,1.0,171.0,19.0,14.0,,2023-06-16 19:30:00
2023-08-03,2368,808,2023-08-03 19:35:00,95,95,100,105,22,6,D,26.0,1.0,1.0,167.0,21.0,14.0,,2023-06-16 19:35:00
2023-08-03,2368,811,2023-08-03 19:40:00,112,112,112,97,20,6,D,34.0,1.0,1.0,161.0,19.0,14.0,,2023-06-16 19:40:00
2023-08-03,2368,814,2023-08-03 19:45:00,106,106,106,91,21,6,D,32.0,1.0,1.0,159.0,19.0,18.0,,2023-06-16 19:45:00
2023-08-03,2368,817,2023-08-03 19:50:00,94,94,94,86,20,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-16 19:50:00
2023-08-03,2368,820,2023-08-03 19:55:00,91,91,90,84,21,6,D,26.0,1.0,1.0,167.0,21.0,14.0,,2023-06-16 19:55:00
2023-08-03,2368,823,2023-08-03 20:00:00,90,90,89,82,22,6,D,24.0,1.0,1.0,167.0,21.0,16.0,,2023-06-16 20:00:00
2023-08-03,2368,827,2023-08-03 20:05:00,93,93,93,84,22,6,D,18.0,1.0,1.0,177.0,19.0,14.0,,2023-06-16 20:05:00
2023-08-03,2368,830,2023-08-03 20:10:00,96,96,96,88,21,6,D,22.0,1.0,1.0,175.0,17.0,14.0,,2023-06-16 20:10:00
2023-08-03,2368,833,2023-08-03 20:15:00,91,91,91,90,22,6,D,22.0,1.0,1.0,175.0,17.0,14.0,,2023-06-16 20:15:00
2023-08-03,2368,837,2023-08-03 20:20:00,87,87,87,84,20,6,D,18.0,1.0,1.0,179.0,17.0,14.0,,2023-06-16 20:20:00
2023-08-03,2368,840,2023-08-03 20:25:00,95,95,92,62,20,6,D,16.0,1.0,1.0,183.0,15.0,14.0,,2023-06-16 20:25:00
2023-08-03,2368,843,2023-08-03 20:30:00,94,94,98,89,22,6,D,22.0,1.0,1.0,173.0,17.0,16.0,,2023-06-16 20:30:00
2023-08-03,2368,846,2023-08-03 20:35:00,96,96,97,90,20,6,D,24.0,1.0,1.0,173.0,17.0,14.0,,2023-06-16 20:35:00
2023-08-03,2368,849,2023-08-03 20:40:00,96,96,94,85,21,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-16 20:40:00
2023-08-03,2368,853,2023-08-03 20:45:00,80,80,80,69,22,6,D,20.0,1.0,1.0,175.0,19.0,14.0,,2023-06-16 20:45:00
2023-08-03,2368,856,2023-08-03 20:50:00,91,91,93,105,21,6,D,22.0,1.0,1.0,169.0,19.0,18.0,,2023-06-16 20:50:00
2023-08-03,2368,860,2023-08-03 20:55:00,80,80,80,70,20,6,D,18.0,1.0,1.0,177.0,19.0,14.0,,2023-06-16 20:55:00
2023-08-03,2368,864,2023-08-03 21:00:00,97,97,97,97,20,6,D,28.0,1.0,1.0,167.0,19.0,14.0,,2023-06-16 21:00:00
2023-08-03,2368,867,2023-08-03 21:05:00,89,89,89,149,23,6,D,24.0,1.0,1.0,171.0,19.0,14.0,,2023-06-16 21:05:00
2023-08-03,2368,870,2023-08-03 21:10:00,100,100,95,64,20,6,D,26.0,1.0,1.0,171.0,17.0,14.0,,2023-06-16 21:10:00
2023-08-03,2368,873,2023-08-03 21:15:00,89,89,89,58,20,6,D,22.0,1.0,1.0,175.0,17.0,14.0,,2023-06-16 21:15:00
2023-08-03,2368,877,2023-08-03 21:20:00,80,80,80,55,22,6,D,16.0,1.0,1.0,179.0,19.0,14.0,,2023-06-16 21:20:00
2023-08-03,2368,880,2023-08-03 21:25:00,80,80,86,88,21,6,D,16.0,1.0,1.0,181.0,17.0,14.0,,2023-06-16 21:25:00
2023-08-03,2368,884,2023-08-03 21:30:00,87,87,82,41,20,6,D,14.0,1.0,1.0,185.0,15.0,14.0,,2023-06-16 21:30:00
2023-08-03,2368,887,2023-08-03 21:35:00,80,80,80,66,20,6,D,16.0,1.0,1.0,181.0,17.0,14.0,,2023-06-16 21:35:00
2023-08-03,2368,891,2023-08-03 21:40:00,80,80,80,68,20,6,D,16.0,1.0,1.0,181.0,17.0,14.0,,2023-06-16 21:40:00
2023-08-03,2368,895,2023-08-03 21:45:00,80,80,80,38,20,6,D,20.0,1.0,1.0,179.0,15.0,14.0,,2023-06-16 21:45:00
2023-08-03,2368,899,2023-08-03 21:50:00,80,80,80,65,20,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-16 21:50:00
2023-08-03,2368,902,2023-08-03 21:55:00,60,60,64,33,22,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-16 21:55:00
2023-08-03,2368,907,2023-08-03 22:00:00,60,60,74,121,22,6,D,34.0,1.0,1.0,159.0,21.0,14.0,,2023-06-16 22:00:00
2023-08-03,2368,912,2023-08-03 22:05:00,60,60,60,63,24,6,A,166.0,1.0,1.0,27.0,21.0,14.0,,2023-06-16 22:05:00
2023-08-03,2368,917,2023-08-03 22:10:00,60,60,60,45,20,6,A,168.0,1.0,1.0,25.0,21.0,14.0,,2023-06-16 22:10:00
2023-08-03,2368,922,2023-08-03 22:15:00,80,80,80,58,20,6,A,168.0,1.0,1.0,25.0,21.0,14.0,,2023-06-16 22:15:00
2023-08-03,2368,926,2023-08-03 22:20:00,60,60,63,46,22,6,A,180.0,1.0,1.0,19.0,15.0,14.0,,2023-06-16 22:20:00
2023-08-03,2368,931,2023-08-03 22:25:00,60,60,68,93,24,6,A,166.0,1.0,1.0,25.0,21.0,16.0,,2023-06-16 22:25:00
2023-08-03,2368,936,2023-08-03 22:30:00,60,60,60,65,22,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-16 22:30:00
2023-08-03,2368,941,2023-08-03 22:35:00,80,80,80,98,20,6,D,26.0,1.0,1.0,167.0,21.0,14.0,,2023-06-16 22:35:00
2023-08-03,2368,945,2023-08-03 22:40:00,60,60,63,38,20,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-16 22:40:00
2023-08-03,2368,950,2023-08-03 22:45:00,60,60,74,88,20,6,D,24.0,1.0,1.0,167.0,21.0,16.0,,2023-06-16 22:45:00
2023-08-03,2368,955,2023-08-03 22:50:00,60,60,67,92,20,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-16 22:50:00
2023-08-03,2368,960,2023-08-03 22:55:00,60,60,60,51,20,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-16 22:55:00
2023-08-03,2368,965,2023-08-03 23:00:00,60,60,60,27,25,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:00:00
2023-08-03,2368,970,2023-08-03 23:05:00,60,60,69,113,20,6,D,24.0,1.0,1.0,169.0,19.0,16.0,,2023-06-16 23:05:00
2023-08-03,2368,975,2023-08-03 23:10:00,60,60,60,57,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:10:00
2023-08-03,2368,980,2023-08-03 23:15:00,60,60,60,69,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:15:00
2023-08-03,2368,985,2023-08-03 23:20:00,60,60,60,65,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:20:00
2023-08-03,2368,990,2023-08-03 23:25:00,60,60,60,31,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:25:00
2023-08-03,2368,995,2023-08-03 23:30:00,60,60,60,62,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:30:00
2023-08-03,2368,1000,2023-08-03 23:35:00,60,60,60,71,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:35:00
2023-08-03,2368,1005,2023-08-03 23:40:00,60,60,60,43,22,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:40:00
2023-08-03,2368,1010,2023-08-03 23:45:00,60,60,60,54,22,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:45:00
2023-08-03,2368,1015,2023-08-03 23:50:00,60,60,60,40,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:50:00
2023-08-03,2368,1020,2023-08-03 23:55:00,60,60,60,30,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-16 23:55:00
