Date_x,Site_ID_x,Cycle_sequence,Combined_DateTime,Planned_ cyclelength,Actual_ cyclelength,Required_ cyclelength,DS,Strategic_ approach_control_cy_time,Subsystem_No,Stretched_ phase,A,B,C,D,E,F,G,Rounded_Time,Date_y,Site_ID_y,Error,2368-1,2368-10,2368-11,2368-12,2368-13,2368-14,2368-15,2368-16,2368-17,2368-18,2368-19,2368-2,2368-20,2368-21,2368-22,2368-23,2368-24,2368-3,2368-4,2368-5,2368-6,2368-7,2368-8,2368-9
2023-08-03,2368,843,2023-08-03 20:30:00,94,94,98,89,22,6,D,22.0,1.0,1.0,173.0,17.0,16.0,,2023-06-02 20:30:00,8/03/2023,2368,False,10,9,41,49,4,22,18,11,19,0,3,2,1,0,17,0,0,21,37,0,13,26,17,16
2023-08-03,2368,846,2023-08-03 20:35:00,96,96,97,90,20,6,D,24.0,1.0,1.0,173.0,17.0,14.0,,2023-06-02 20:35:00,8/03/2023,2368,False,14,12,25,27,8,12,21,31,26,3,3,7,1,0,13,1,0,12,30,0,9,19,21,14
2023-08-03,2368,849,2023-08-03 20:40:00,96,96,94,85,21,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-02 20:40:00,8/03/2023,2368,False,7,18,18,18,8,7,13,24,18,2,1,5,3,0,36,1,0,16,24,0,12,52,23,18
2023-08-03,2368,853,2023-08-03 20:45:00,80,80,80,69,22,6,D,20.0,1.0,1.0,175.0,19.0,14.0,,2023-06-02 20:45:00,8/03/2023,2368,False,17,23,24,24,12,5,20,32,13,5,1,5,3,1,56,2,0,29,29,1,10,77,18,8
2023-08-03,2368,856,2023-08-03 20:50:00,91,91,93,105,21,6,D,22.0,1.0,1.0,169.0,19.0,18.0,,2023-06-02 20:50:00,8/03/2023,2368,False,10,19,31,30,3,7,13,20,18,3,2,6,0,0,75,3,0,21,30,0,10,92,36,12
2023-08-03,2368,860,2023-08-03 20:55:00,80,80,80,70,20,6,D,18.0,1.0,1.0,177.0,19.0,14.0,,2023-06-02 20:55:00,8/03/2023,2368,False,9,21,29,26,10,10,16,24,14,0,4,9,3,0,36,0,2,12,15,0,39,66,11,16
2023-08-03,2368,864,2023-08-03 21:00:00,97,97,97,97,20,6,D,28.0,1.0,1.0,167.0,19.0,14.0,,2023-06-02 21:00:00,8/03/2023,2368,False,12,16,35,34,4,6,9,16,16,0,1,1,0,1,67,1,1,11,28,1,20,70,43,23
2023-08-03,2368,867,2023-08-03 21:05:00,89,89,89,149,23,6,D,24.0,1.0,1.0,171.0,19.0,14.0,,2023-06-02 21:05:00,8/03/2023,2368,False,7,14,32,27,2,9,17,25,14,2,2,3,0,0,49,2,0,12,33,2,13,55,22,20
2023-08-03,2368,870,2023-08-03 21:10:00,100,100,95,64,20,6,D,26.0,1.0,1.0,171.0,17.0,14.0,,2023-06-02 21:10:00,8/03/2023,2368,False,0,17,27,29,9,13,12,17,11,5,0,9,0,0,45,2,2,16,21,1,8,56,25,14
2023-08-03,2368,873,2023-08-03 21:15:00,89,89,89,58,20,6,D,22.0,1.0,1.0,175.0,17.0,14.0,,2023-06-02 21:15:00,8/03/2023,2368,False,11,7,34,37,5,10,9,22,16,4,1,3,0,0,36,1,0,17,29,0,11,40,21,9
2023-08-03,2368,877,2023-08-03 21:20:00,80,80,80,55,22,6,D,16.0,1.0,1.0,179.0,19.0,14.0,,2023-06-02 21:20:00,8/03/2023,2368,False,12,15,27,41,7,8,9,22,18,10,2,9,0,0,28,1,0,12,27,1,12,28,18,13
2023-08-03,2368,880,2023-08-03 21:25:00,80,80,86,88,21,6,D,16.0,1.0,1.0,181.0,17.0,14.0,,2023-06-02 21:25:00,8/03/2023,2368,False,18,14,21,26,9,11,25,26,34,1,4,6,1,0,48,7,1,9,21,0,10,57,14,14
2023-08-03,2368,884,2023-08-03 21:30:00,87,87,82,41,20,6,D,14.0,1.0,1.0,185.0,15.0,14.0,,2023-06-02 21:30:00,8/03/2023,2368,False,9,11,27,42,2,18,14,22,19,6,3,6,0,0,29,2,0,12,26,0,15,31,13,11
2023-08-03,2368,887,2023-08-03 21:35:00,80,80,80,66,20,6,D,16.0,1.0,1.0,181.0,17.0,14.0,,2023-06-02 21:35:00,8/03/2023,2368,False,12,17,28,33,1,47,11,20,14,2,2,6,0,0,64,2,0,13,28,0,9,89,15,16
2023-08-03,2368,891,2023-08-03 21:40:00,80,80,80,68,20,6,D,16.0,1.0,1.0,181.0,17.0,14.0,,2023-06-02 21:40:00,8/03/2023,2368,False,13,14,20,36,2,23,17,25,14,5,2,6,0,0,59,5,0,13,19,0,33,95,12,19
2023-08-03,2368,895,2023-08-03 21:45:00,80,80,80,38,20,6,D,20.0,1.0,1.0,179.0,15.0,14.0,,2023-06-02 21:45:00,8/03/2023,2368,False,9,10,23,29,5,49,16,23,7,6,4,6,0,0,44,0,0,11,19,0,38,71,17,11
2023-08-03,2368,899,2023-08-03 21:50:00,80,80,80,65,20,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-02 21:50:00,8/03/2023,2368,False,9,16,26,26,2,11,8,13,13,6,2,3,0,0,38,0,0,9,23,0,35,59,11,5
2023-08-03,2368,902,2023-08-03 21:55:00,60,60,64,33,22,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-02 21:55:00,8/03/2023,2368,False,9,15,20,26,6,18,13,23,9,2,3,5,0,0,56,1,1,16,27,0,11,94,9,10
2023-08-03,2368,907,2023-08-03 22:00:00,60,60,74,121,22,6,D,34.0,1.0,1.0,159.0,21.0,14.0,,2023-06-02 22:00:00,8/03/2023,2368,False,4,17,16,22,5,17,11,18,13,2,3,1,0,0,39,3,0,12,25,0,8,47,7,10
2023-08-03,2368,912,2023-08-03 22:05:00,60,60,60,63,24,6,A,166.0,1.0,1.0,27.0,21.0,14.0,,2023-06-02 22:05:00,8/03/2023,2368,False,5,12,29,22,2,36,5,11,10,3,3,1,2,0,22,3,1,11,17,0,5,33,12,4
2023-08-03,2368,917,2023-08-03 22:10:00,60,60,60,45,20,6,A,168.0,1.0,1.0,25.0,21.0,14.0,,2023-06-02 22:10:00,8/03/2023,2368,False,8,9,29,24,2,33,10,14,13,3,3,2,0,0,37,7,0,9,25,0,6,49,19,7
2023-08-03,2368,922,2023-08-03 22:15:00,80,80,80,58,20,6,A,168.0,1.0,1.0,25.0,21.0,14.0,,2023-06-02 22:15:00,8/03/2023,2368,False,6,11,19,19,3,6,7,18,11,1,2,6,1,0,42,3,0,12,18,0,4,38,23,14
2023-08-03,2368,926,2023-08-03 22:20:00,60,60,63,46,22,6,A,180.0,1.0,1.0,19.0,15.0,14.0,,2023-06-02 22:20:00,8/03/2023,2368,False,7,9,16,23,3,7,9,20,10,3,0,5,0,0,32,1,0,10,18,0,11,36,18,12
2023-08-03,2368,931,2023-08-03 22:25:00,60,60,68,93,24,6,A,166.0,1.0,1.0,25.0,21.0,16.0,,2023-06-02 22:25:00,8/03/2023,2368,False,7,8,15,13,6,5,7,11,11,2,0,4,0,0,60,0,2,11,23,0,10,65,27,22
2023-08-03,2368,936,2023-08-03 22:30:00,60,60,60,65,22,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-02 22:30:00,8/03/2023,2368,False,2,7,16,17,4,5,10,7,10,5,1,3,1,0,43,1,0,11,19,0,6,42,20,21
2023-08-03,2368,941,2023-08-03 22:35:00,80,80,80,98,20,6,D,26.0,1.0,1.0,167.0,21.0,14.0,,2023-06-02 22:35:00,8/03/2023,2368,False,7,8,23,32,3,6,6,16,13,4,1,1,0,0,71,2,0,5,15,0,14,73,24,31
2023-08-03,2368,945,2023-08-03 22:40:00,60,60,63,38,20,6,D,22.0,1.0,1.0,177.0,15.0,14.0,,2023-06-02 22:40:00,8/03/2023,2368,False,5,11,14,21,5,3,12,13,15,2,7,3,0,0,72,5,1,13,25,0,19,98,22,8
2023-08-03,2368,950,2023-08-03 22:45:00,60,60,74,88,20,6,D,24.0,1.0,1.0,167.0,21.0,16.0,,2023-06-02 22:45:00,8/03/2023,2368,False,6,10,17,28,2,5,7,18,12,3,4,2,0,0,59,9,1,17,18,0,31,86,28,10
2023-08-03,2368,955,2023-08-03 22:50:00,60,60,67,92,20,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-02 22:50:00,8/03/2023,2368,False,6,4,18,37,4,10,8,9,13,14,1,4,0,0,90,2,0,6,10,0,6,139,19,9
2023-08-03,2368,960,2023-08-03 22:55:00,60,60,60,51,20,6,D,28.0,1.0,1.0,165.0,21.0,14.0,,2023-06-02 22:55:00,8/03/2023,2368,False,4,4,22,28,3,14,6,7,23,15,4,2,1,0,86,8,0,12,14,0,8,95,30,14
2023-08-03,2368,965,2023-08-03 23:00:00,60,60,60,27,25,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:00:00,8/03/2023,2368,False,4,4,18,15,3,6,6,11,11,3,4,2,0,0,38,1,0,10,21,0,11,33,17,9
2023-08-03,2368,970,2023-08-03 23:05:00,60,60,69,113,20,6,D,24.0,1.0,1.0,169.0,19.0,16.0,,2023-06-02 23:05:00,8/03/2023,2368,False,9,5,15,15,1,2,6,7,6,4,1,6,0,0,33,1,4,8,16,0,4,38,12,5
2023-08-03,2368,975,2023-08-03 23:10:00,60,60,60,57,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:10:00,8/03/2023,2368,False,4,2,11,18,5,2,6,9,6,3,3,1,2,0,33,2,0,3,10,0,9,40,15,11
2023-08-03,2368,980,2023-08-03 23:15:00,60,60,60,69,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:15:00,8/03/2023,2368,False,2,3,23,19,0,7,5,9,12,10,2,0,0,0,28,0,0,6,9,0,0,28,16,7
2023-08-03,2368,985,2023-08-03 23:20:00,60,60,60,65,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:20:00,8/03/2023,2368,False,5,1,18,18,0,3,6,15,10,9,0,2,0,0,38,3,0,2,11,0,6,36,11,16
2023-08-03,2368,990,2023-08-03 23:25:00,60,60,60,31,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:25:00,8/03/2023,2368,False,8,1,13,17,0,9,7,11,9,8,5,3,0,0,22,1,0,13,12,0,8,16,9,11
2023-08-03,2368,995,2023-08-03 23:30:00,60,60,60,62,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:30:00,8/03/2023,2368,False,7,4,11,7,4,12,5,9,7,0,4,1,1,0,21,4,0,10,11,0,4,17,14,12
2023-08-03,2368,1000,2023-08-03 23:35:00,60,60,60,71,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:35:00,8/03/2023,2368,False,6,3,16,8,8,22,5,12,5,2,4,2,3,0,37,2,1,6,13,0,18,38,27,8
2023-08-03,2368,1005,2023-08-03 23:40:00,60,60,60,43,22,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:40:00,8/03/2023,2368,False,7,4,8,9,8,19,4,10,10,3,4,1,3,0,50,2,4,4,12,0,23,62,10,10
2023-08-03,2368,1010,2023-08-03 23:45:00,60,60,60,54,22,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:45:00,8/03/2023,2368,False,5,4,13,7,2,13,2,7,5,3,2,0,1,0,64,0,2,1,10,0,3,86,15,6
2023-08-03,2368,1015,2023-08-03 23:50:00,60,60,60,40,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:50:00,8/03/2023,2368,False,4,0,8,8,6,12,3,9,9,2,5,2,4,0,50,0,0,5,11,0,6,69,13,14
2023-08-03,2368,1020,2023-08-03 23:55:00,60,60,60,30,20,6,D,22.0,1.0,1.0,173.0,19.0,14.0,,2023-06-02 23:55:00,8/03/2023,2368,False,3,3,4,9,4,20,2,6,4,4,1,0,2,0,72,1,0,5,11,0,1,75,21,11
