Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-08-03,3022,1,2023-08-03 00:00:00,70,70,70,16,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:00:00
2023-08-03,3022,5,2023-08-03 00:05:00,70,70,70,37,68,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:05:00
2023-08-03,3022,9,2023-08-03 00:10:00,70,70,70,5,68,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:10:00
2023-08-03,3022,13,2023-08-03 00:15:00,70,70,70,10,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:15:00
2023-08-03,3022,18,2023-08-03 00:20:00,70,70,70,8,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:20:00
2023-08-03,3022,22,2023-08-03 00:25:00,70,70,70,17,68,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:25:00
2023-08-03,3022,26,2023-08-03 00:30:00,70,70,70,14,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:30:00
2023-08-03,3022,31,2023-08-03 00:35:00,70,70,70,10,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:35:00
2023-08-03,3022,35,2023-08-03 00:40:00,70,70,70,5,68,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 00:40:00
2023-08-03,3022,39,2023-08-03 00:45:00,70,70,70,8,68,17,A,161.0,1.0,1.0,34.0,16.0,17.0,,2023-07-04 00:45:00
2023-08-03,3022,43,2023-08-03 00:50:00,70,70,70,0,0,17,A,157.0,1.0,1.0,30.0,16.0,25.0,,2023-07-04 00:50:00
2023-08-03,3022,48,2023-08-03 00:55:00,70,70,70,0,0,17,A,157.0,1.0,1.0,30.0,16.0,25.0,,2023-07-04 00:55:00
2023-08-03,3022,52,2023-08-03 01:00:00,70,70,70,8,69,17,A,163.0,1.0,1.0,28.0,12.0,25.0,,2023-07-04 01:00:00
2023-08-03,3022,56,2023-08-03 01:05:00,70,70,70,9,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 01:05:00
2023-08-03,3022,61,2023-08-03 01:10:00,70,70,70,7,68,17,A,161.0,1.0,1.0,34.0,16.0,17.0,,2023-07-04 01:10:00
2023-08-03,3022,65,2023-08-03 01:15:00,70,70,70,8,69,17,A,161.0,1.0,1.0,28.0,14.0,25.0,,2023-07-04 01:15:00
2023-08-03,3022,69,2023-08-03 01:20:00,70,70,70,9,68,17,A,163.0,1.0,1.0,28.0,12.0,25.0,,2023-07-04 01:20:00
2023-08-03,3022,73,2023-08-03 01:25:00,70,70,70,16,68,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 01:25:00
2023-08-03,3022,78,2023-08-03 01:30:00,70,70,70,7,69,17,A,165.0,1.0,1.0,28.0,10.0,25.0,,2023-07-04 01:30:00
