Date,Site ID,Cycle sequence,Combined_DateTime,Planned cycle length,Actual cycle length,Required cycle length,DS,Strategic approach controlling cycle time,Subsystem number,Stretched phase,A,B,C,D,E,F,G,Rounded_Time
2023-09-03,3048,1,2023-09-03 00:00:00,50,50,50,25,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:00:00
2023-09-03,3048,7,2023-09-03 00:05:00,50,50,50,27,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:05:00
2023-09-03,3048,13,2023-09-03 00:10:00,50,50,50,18,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:10:00
2023-09-03,3048,19,2023-09-03 00:15:00,50,50,50,13,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 00:15:00
2023-09-03,3048,25,2023-09-03 00:20:00,50,50,50,11,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:20:00
2023-09-03,3048,31,2023-09-03 00:25:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:25:00
2023-09-03,3048,37,2023-09-03 00:30:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:30:00
2023-09-03,3048,43,2023-09-03 00:35:00,50,50,50,16,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:35:00
2023-09-03,3048,49,2023-09-03 00:40:00,50,50,50,19,232,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 00:40:00
2023-09-03,3048,55,2023-09-03 00:45:00,50,50,50,7,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 00:45:00
2023-09-03,3048,61,2023-09-03 00:50:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 00:50:00
2023-09-03,3048,67,2023-09-03 00:55:00,50,50,50,18,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 00:55:00
2023-09-03,3048,73,2023-09-03 01:00:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:00:00
2023-09-03,3048,79,2023-09-03 01:05:00,50,50,50,14,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:05:00
2023-09-03,3048,85,2023-09-03 01:10:00,50,50,50,9,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:10:00
2023-09-03,3048,91,2023-09-03 01:15:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:15:00
2023-09-03,3048,97,2023-09-03 01:20:00,50,50,50,13,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 01:20:00
2023-09-03,3048,103,2023-09-03 01:25:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:25:00
2023-09-03,3048,109,2023-09-03 01:30:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 01:30:00
2023-09-03,3048,115,2023-09-03 01:35:00,50,50,50,11,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:35:00
2023-09-03,3048,121,2023-09-03 01:40:00,50,50,50,12,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 01:40:00
2023-09-03,3048,127,2023-09-03 01:45:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 01:45:00
2023-09-03,3048,133,2023-09-03 01:50:00,50,50,50,14,232,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 01:50:00
2023-09-03,3048,139,2023-09-03 01:55:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 01:55:00
2023-09-03,3048,145,2023-09-03 02:00:00,50,50,50,12,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 02:00:00
2023-09-03,3048,151,2023-09-03 02:05:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:05:00
2023-09-03,3048,157,2023-09-03 02:10:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:10:00
2023-09-03,3048,163,2023-09-03 02:15:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:15:00
2023-09-03,3048,169,2023-09-03 02:20:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:20:00
2023-09-03,3048,175,2023-09-03 02:25:00,50,50,50,16,232,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 02:25:00
2023-09-03,3048,181,2023-09-03 02:30:00,50,50,50,13,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:30:00
2023-09-03,3048,187,2023-09-03 02:35:00,50,50,50,9,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:35:00
2023-09-03,3048,193,2023-09-03 02:40:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 02:40:00
2023-09-03,3048,199,2023-09-03 02:45:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:45:00
2023-09-03,3048,205,2023-09-03 02:50:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 02:50:00
2023-09-03,3048,211,2023-09-03 02:55:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 02:55:00
2023-09-03,3048,217,2023-09-03 03:00:00,50,50,50,12,231,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 03:00:00
2023-09-03,3048,223,2023-09-03 03:05:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 03:05:00
2023-09-03,3048,229,2023-09-03 03:10:00,50,50,50,19,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:10:00
2023-09-03,3048,235,2023-09-03 03:15:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:15:00
2023-09-03,3048,241,2023-09-03 03:20:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 03:20:00
2023-09-03,3048,247,2023-09-03 03:25:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:25:00
2023-09-03,3048,253,2023-09-03 03:30:00,50,50,50,32,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:30:00
2023-09-03,3048,259,2023-09-03 03:35:00,50,50,50,0,0,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 03:35:00
2023-09-03,3048,265,2023-09-03 03:40:00,50,50,50,8,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:40:00
2023-09-03,3048,271,2023-09-03 03:45:00,50,50,50,16,232,7,A,180.0,1.0,1.0,1.0,1.0,25.0,23.0,2023-07-04 03:45:00
2023-09-03,3048,277,2023-09-03 03:50:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:50:00
2023-09-03,3048,283,2023-09-03 03:55:00,50,50,50,39,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 03:55:00
2023-09-03,3048,289,2023-09-03 04:00:00,50,50,50,13,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:00:00
2023-09-03,3048,295,2023-09-03 04:05:00,50,50,50,16,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:05:00
2023-09-03,3048,301,2023-09-03 04:10:00,50,50,50,12,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:10:00
2023-09-03,3048,307,2023-09-03 04:15:00,50,50,50,21,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:15:00
2023-09-03,3048,313,2023-09-03 04:20:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:20:00
2023-09-03,3048,319,2023-09-03 04:25:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:25:00
2023-09-03,3048,325,2023-09-03 04:30:00,50,50,50,9,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:30:00
2023-09-03,3048,331,2023-09-03 04:35:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:35:00
2023-09-03,3048,337,2023-09-03 04:40:00,50,50,50,0,0,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:40:00
2023-09-03,3048,343,2023-09-03 04:45:00,50,50,50,11,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:45:00
2023-09-03,3048,349,2023-09-03 04:50:00,50,50,50,19,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:50:00
2023-09-03,3048,355,2023-09-03 04:55:00,50,50,50,20,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 04:55:00
2023-09-03,3048,361,2023-09-03 05:00:00,50,50,50,24,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:00:00
2023-09-03,3048,367,2023-09-03 05:05:00,50,50,50,19,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:05:00
2023-09-03,3048,373,2023-09-03 05:10:00,50,50,50,28,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:10:00
2023-09-03,3048,379,2023-09-03 05:15:00,50,50,50,16,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:15:00
2023-09-03,3048,385,2023-09-03 05:20:00,50,50,50,39,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:20:00
2023-09-03,3048,391,2023-09-03 05:25:00,50,50,50,16,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:25:00
2023-09-03,3048,397,2023-09-03 05:30:00,50,50,50,27,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:30:00
2023-09-03,3048,403,2023-09-03 05:35:00,50,50,50,18,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:35:00
2023-09-03,3048,409,2023-09-03 05:40:00,50,50,50,29,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:40:00
2023-09-03,3048,415,2023-09-03 05:45:00,50,50,50,20,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:45:00
2023-09-03,3048,421,2023-09-03 05:50:00,50,50,50,30,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:50:00
2023-09-03,3048,427,2023-09-03 05:55:00,50,50,50,25,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 05:55:00
2023-09-03,3048,433,2023-09-03 06:00:00,50,50,50,46,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:00:00
2023-09-03,3048,439,2023-09-03 06:05:00,50,50,50,22,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:05:00
2023-09-03,3048,445,2023-09-03 06:10:00,50,50,50,40,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:10:00
2023-09-03,3048,451,2023-09-03 06:15:00,50,50,50,70,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:15:00
2023-09-03,3048,457,2023-09-03 06:20:00,50,50,50,24,231,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:20:00
2023-09-03,3048,463,2023-09-03 06:25:00,50,50,50,8,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:25:00
2023-09-03,3048,469,2023-09-03 06:30:00,50,50,50,17,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:30:00
2023-09-03,3048,475,2023-09-03 06:35:00,50,50,50,23,232,7,A,181.0,1.0,1.0,1.0,1.0,25.0,22.0,2023-07-04 06:35:00
